,paper-date,title,paragraph,sentence,source:ADJ,source:ADP,source:ADV,source:AUX,source:CCONJ,source:DET,source:INTJ,source:NOUN,source:NUM,source:PRON,source:PROPN,source:PUNCT,source:SCONJ,source:SYM,source:VERB,source:X,advmod,aux,cop,fixed,iobj,nmod:poss,nsubj,nsubj:pass,obj,obl,obl:agent,xcomp,ID
0,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,AD-lezers gezocht voor 4x4-avontuur.docx,8,2,,,,,,,,,,,,,,,vertel,,,,,ons,,,,,,tot slot ;in maximaal 250 woorden ,,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP AD-lezers gezocht voor 4x4-avontuur.docx
1,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,Afgekickt ; Fons de Poel en de herontdekking van zijn ziel.docx,2,0,,,,,,,,,,,Fons,,,,,,,,,,,,we,,,,,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP Afgekickt ; Fons de Poel en de herontdekking van zijn ziel.docx
2,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,Afgekickt ; Fons de Poel en de herontdekking van zijn ziel.docx,9,3,,van,,,,,,,,,,,,,,,zelf,,,het;zijn,,,,,,van psychologe Ingeborg Bosch (42) ,,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP Afgekickt ; Fons de Poel en de herontdekking van zijn ziel.docx
3,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,Afgekickt ; Fons de Poel en de herontdekking van zijn ziel.docx,13,2,,,,,,,,,,,,,,,plaatsnemen,,zelf;nooit,zullen,,,,,hij,,,in 'het huis van het leven' ,,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP Afgekickt ; Fons de Poel en de herontdekking van zijn ziel.docx
4,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,Bekeerde Chinezen ; Ex-aanhangers Falun Gong zijn nu voorbeeldige staatsburgers.docx,4,0,,,,,,,,ontmoeting,,,,,,,,,,,,,,ons,,,,,,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP Bekeerde Chinezen ; Ex-aanhangers Falun Gong zijn nu voorbeeldige staatsburgers.docx
5,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,Bekeerde Chinezen ; Ex-aanhangers Falun Gong zijn nu voorbeeldige staatsburgers.docx,8,3,,,,,,,,tweetal,,,,,,,,,,,,,,,,,,,,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP Bekeerde Chinezen ; Ex-aanhangers Falun Gong zijn nu voorbeeldige staatsburgers.docx
6,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,Bekeerde Chinezen ; Ex-aanhangers Falun Gong zijn nu voorbeeldige staatsburgers.docx,11,1,,,,,,,,,,,,,,,werken,,,,,,,,Specialisten,,,"aan 'psychologische hervorming';, aldus de arts",,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP Bekeerde Chinezen ; Ex-aanhangers Falun Gong zijn nu voorbeeldige staatsburgers.docx
7,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,De koning te rijk.docx,3,4,,,,,,,,,,,,,,,komen,,zodoende,zijn,,,ons,,,,,,,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP De koning te rijk.docx
8,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,De koning te rijk.docx,,5,,,,,,,,,,,,,,,weten,,,,,,,,ik,,het,,,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP De koning te rijk.docx
9,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,De koning te rijk.docx,4,0,,,,,,,,,,,,,,,zijn,,waar;ook,,,,,,ik,,,,,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP De koning te rijk.docx
10,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,De koning te rijk.docx,,,,,,,,,,,,,,,,,willen,,,,,,,,ik,,,,,weten,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP De koning te rijk.docx
11,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,De koning te rijk.docx,,1,hoog,,,,,,,,,,,,,,,,nooit,zijn,zijn,,,,ik,,,,,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP De koning te rijk.docx
12,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,De koning te rijk.docx,6,0,,,,,,,,,,,,,,,denken,,eerder,zullen;hebben,,,,,ik,,,voor de paleiswijn ;aan een degelijke ouderwetse leverancier ,,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP De koning te rijk.docx
13,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,De koning te rijk.docx,7,4,,,,hebben,,,,,,,,,,,,,hier,,,,,,we,,pakket,,,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP De koning te rijk.docx
14,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,De koning te rijk.docx,8,3,,,,,,,,,,,,,,,stellen,,zelf,,,,,,Gouden;ze,,,aan u ,,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP De koning te rijk.docx
15,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,Geld(nood).docx,2,9,,,,,,,,,,,,,,,spraken,,weer,,,,,,wij,,,van daar van,,schan,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP Geld(nood).docx
16,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,Geld(nood).docx,3,3,,,,,,,,,,,,,,,verbaasen,,altijd,,,,me,,ik,,,over het gebrek aan verzet tegen wereldvoetbalbond (FIFA) en UEFA - dictatoriale regimes die grof verdienen aan competities onder hun vlag en pronken met andermans veren,,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP Geld(nood).docx
17,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,Geld(nood).docx,4,7,,,,,,,,,,,,,,,las,,,,,,,,ik,,,in de nieuwe uitgave van Johan ,,doorbetalen,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP Geld(nood).docx
18,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,Geld(nood).docx,5,5,benieuwd,,,,,,,,,,,,,,,,,zijn,,,,,Wetende;ik,,,,,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP Geld(nood).docx
19,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,Geld(nood).docx,7,2,,,,,,,,,,,,,,,staan,,,,,,,,,,,Voor mij ,,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP Geld(nood).docx
20,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,Geld(nood).docx,,5,precies,,,,,,,,,,,,,,,,,,zijn,,,,,,,volgens mij ,,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP Geld(nood).docx
21,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,Goedkope automaat in vernieuwde Yaris.docx,2,7,,,,,,,,rijproef,,,,,,,,,,,,,,ons,,,,,,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP Goedkope automaat in vernieuwde Yaris.docx
22,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,HERMAN FINKERS ; CABARET.docx,1,0,,,,,,,,,,,,,,,weten,,,,,,,,we,,wie,,,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP HERMAN FINKERS ; CABARET.docx
23,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,HERMAN FINKERS ; CABARET.docx,,2,,,,,,,,,,,,,,,hebben,,,zijn,,,,,we,,,met deze productie ,,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP HERMAN FINKERS ; CABARET.docx
24,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,Hoe overleef je de topdrukte_ ; AD Reizen gidst u door Schiphol.docx,4,2,,,,,,,,vlucht,,,,,,,,,,,,,,ons,,,,,,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP Hoe overleef je de topdrukte_ ; AD Reizen gidst u door Schiphol.docx
25,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,Hoe overleef je de topdrukte_ ; AD Reizen gidst u door Schiphol.docx,32,4,,,,,,,,,,,,,,,vergeten,,bijna,,,,,,we,,belangrijk,Door al dat moois ,,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP Hoe overleef je de topdrukte_ ; AD Reizen gidst u door Schiphol.docx
26,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,Hoe overleef je de topdrukte_ ; AD Reizen gidst u door Schiphol.docx,34,1,wennen,,,,,,,,,,,,,,,,wel,,zijn,,,,we,,wat,Na de introductie van de euro ,,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP Hoe overleef je de topdrukte_ ; AD Reizen gidst u door Schiphol.docx
27,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,Hoe overleef je de topdrukte_ ; AD Reizen gidst u door Schiphol.docx,38,2,,,,,,,,,,,,,,,tekortkomen,,,,,,,,baguette;we,,,op veel meer plaatsen ;met telkens dezelfde versiering,,,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP Hoe overleef je de topdrukte_ ; AD Reizen gidst u door Schiphol.docx
28,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,Hoe overleef je de topdrukte_ ; AD Reizen gidst u door Schiphol.docx,,4,,,,,,,,,,,,,,,krijgen,,,,,,,,we,,,Bij de Casino Deli ,,voorschotelen,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP Hoe overleef je de topdrukte_ ; AD Reizen gidst u door Schiphol.docx
29,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP,Hoe overleef je de topdrukte_ ; AD Reizen gidst u door Schiphol.docx,,9,,,,,,,,,,,,,,,komen,,,,,,,,we;slappe,,,,,hapen,AD_Algemeen Dagblad-date-2003-06-07-page-11.zip.ZIP Hoe overleef je de topdrukte_ ; AD Reizen gidst u door Schiphol.docx
30,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,"E_n Nederlander in eerste waaier, dat moet niet mogen.docx",1,3,,,,,,,,waaierspecialist,,,,,,,,,ook,,zijn,,,,ik,,,,,,"AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP E_n Nederlander in eerste waaier, dat moet niet mogen.docx"
31,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,"E_n Nederlander in eerste waaier, dat moet niet mogen.docx",,4,,,,,,,,,,,,,,,doorrijden,,,,,,,,we,,,vanaf de jeugd ,,,"AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP E_n Nederlander in eerste waaier, dat moet niet mogen.docx"
32,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,"E_n Nederlander in eerste waaier, dat moet niet mogen.docx",,,,,,,,,,,,,,,,,weten,,,,,,,,we,,,,,,"AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP E_n Nederlander in eerste waaier, dat moet niet mogen.docx"
33,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,"E_n Nederlander in eerste waaier, dat moet niet mogen.docx",,,,,,,,,,,,,,,,,omgaan,,hoe,moeten,,,,,we,,,,,,"AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP E_n Nederlander in eerste waaier, dat moet niet mogen.docx"
34,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,"E_n Nederlander in eerste waaier, dat moet niet mogen.docx",3,0,,,,,,,,,,,,,,,betreffen,,,,,,,,wat,,mij,,,,"AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP E_n Nederlander in eerste waaier, dat moet niet mogen.docx"
35,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,"E_n Nederlander in eerste waaier, dat moet niet mogen.docx",,6,,,,,,,,jongen,,,,,,,,,,,zijn,,,,ik,,,,,,"AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP E_n Nederlander in eerste waaier, dat moet niet mogen.docx"
36,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,"E_n Nederlander in eerste waaier, dat moet niet mogen.docx",,,,,,,,,,,,,,,,,laten,,,zullen,,,me,,ik,,,,,lossen,"AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP E_n Nederlander in eerste waaier, dat moet niet mogen.docx"
37,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,"E_n Nederlander in eerste waaier, dat moet niet mogen.docx",4,0,,,,,,,,,,,,,,,denken,,,,,,,,ik,,,,,,"AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP E_n Nederlander in eerste waaier, dat moet niet mogen.docx"
38,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,"E_n Nederlander in eerste waaier, dat moet niet mogen.docx",,1,,,,,,,,,,,,,,,vrezen,,,,,,,,ik,,,,,,"AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP E_n Nederlander in eerste waaier, dat moet niet mogen.docx"
39,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,Een oprecht heerlijke bruiloft.docx,1,0,,,,,,,,,,,,,,,hebben,,,,,,,,we,,bruiloft,,,,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP Een oprecht heerlijke bruiloft.docx
40,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,Een oprecht heerlijke bruiloft.docx,2,0,,,,,,,,,,,,,,,afvroegen,,zenuwachtig,,,,,,we,,ons,,,,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP Een oprecht heerlijke bruiloft.docx
41,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,Een oprecht heerlijke bruiloft.docx,,,,,,,,,,,,,,,,aan-,,,,moeten,,,,,we,,wat,bij zo'n weersoort ;'s hemelsnaam ,,,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP Een oprecht heerlijke bruiloft.docx
42,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,Een oprecht heerlijke bruiloft.docx,3,3,,,,,,,,dochter,,,,,,,,,,,,,,mijn,,,,,,,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP Een oprecht heerlijke bruiloft.docx
43,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,Een oprecht heerlijke bruiloft.docx,4,0,,,,,,,,zoon,,,,,,,,,,,,,,mijn,,,,,,,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP Een oprecht heerlijke bruiloft.docx
44,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,Een oprecht heerlijke bruiloft.docx,5,0,,,,,,,,,,,,,,,voornemen,,,hebben,,,mij,,ik,,,,,ondersteunen,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP Een oprecht heerlijke bruiloft.docx
45,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,Een oprecht heerlijke bruiloft.docx,,2,,,,hebben,,,,,,,,,,,,,,,,,,,ik,,,,,,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP Een oprecht heerlijke bruiloft.docx
46,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,Een oprecht heerlijke bruiloft.docx,,,,,,,,,,moeder,,,,,,,,,,,,,,mijn,,,,,,,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP Een oprecht heerlijke bruiloft.docx
47,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,Een oprecht heerlijke bruiloft.docx,,,,,,,,,,grootmoeder,,,,,,,,,,,,,,mijn,,,,,,,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP Een oprecht heerlijke bruiloft.docx
48,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,Een oprecht heerlijke bruiloft.docx,,5,,,,,,,,,,,,,,,geleend,,,,,,,,,,,van mij,,,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP Een oprecht heerlijke bruiloft.docx
49,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,Een oprecht heerlijke bruiloft.docx,,,,,,,,,,gedicht,,,,,,,,,waaruit,,,,,,ik,,,,,,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP Een oprecht heerlijke bruiloft.docx
50,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,Een oprecht heerlijke bruiloft.docx,6,1,,,,,,,,eerstgeboreen,,,,,,,,,,,,,,mijn,,,,,,,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP Een oprecht heerlijke bruiloft.docx
51,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,Een oprecht heerlijke bruiloft.docx,7,2,,,,,,,,ouwe,,,,,,,,,,,,,,mijn,,,,,,,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP Een oprecht heerlijke bruiloft.docx
52,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,Een oprecht heerlijke bruiloft.docx,,,,,,,,,,,,,,,,,gooien,,,,,,ex,,ik,,been,met mijn eigen ouwe ,,,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP Een oprecht heerlijke bruiloft.docx
53,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,"Nai of oxi, de ontrafeling van de eurozone is al begonnen.docx",2,5,,,,,,,,,,,,,,,ontzag,,heilig,hebben,,,,,ik,,,voor de exacte vakken,,,"AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP Nai of oxi, de ontrafeling van de eurozone is al begonnen.docx"
54,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,"Nai of oxi, de ontrafeling van de eurozone is al begonnen.docx",,6,,,,,,,,,,,,,,,denken,,dan;ook,hebben,,,,,ik,,,En op basis van Varoufakis' internationale faam als speltheoreticus;lange tijd ,,,"AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP Nai of oxi, de ontrafeling van de eurozone is al begonnen.docx"
55,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,"Nai of oxi, de ontrafeling van de eurozone is al begonnen.docx",,7,,,,,,,,,,,,,,,keek,,zo;ook,,,,,,ik,,,naar het schema dat Varoufakis een paar maanden geleden tekende om de Griekse zaak te duiden,,,"AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP Nai of oxi, de ontrafeling van de eurozone is al begonnen.docx"
56,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,"Nai of oxi, de ontrafeling van de eurozone is al begonnen.docx",,9,,,,,,,,,,,,,,,geschoven,,destijds;terzijde,hebben,,,,,ik,,,,,symptoom,"AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP Nai of oxi, de ontrafeling van de eurozone is al begonnen.docx"
57,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,"Nai of oxi, de ontrafeling van de eurozone is al begonnen.docx",3,0,,,,,,,,,,enig,,,,,,,niet,,zijn,,,,ik,,,,,,"AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP Nai of oxi, de ontrafeling van de eurozone is al begonnen.docx"
58,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,"Nai of oxi, de ontrafeling van de eurozone is al begonnen.docx",,1,,,,,,,,,,,,,,,las,,bijvoorbeeld,,,,,,ik,,analyse,In een gezaghebbende Amerikaanse krant ,,,"AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP Nai of oxi, de ontrafeling van de eurozone is al begonnen.docx"
59,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,"Wat is er gebeurd Lars_ Je had alles_ de benen, de kop, de bravoure.docx",2,0,,,,,,,,,,,,,,,zien,,,,,,,,ik,,het,", vlak voor mijn neus",,gebeuren,"AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP Wat is er gebeurd Lars_ Je had alles_ de benen, de kop, de bravoure.docx"
60,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,"Wat is er gebeurd Lars_ Je had alles_ de benen, de kop, de bravoure.docx",,,,,,,,,,neus,,,,,,,,,,,,,,mijn,,,,,,,"AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP Wat is er gebeurd Lars_ Je had alles_ de benen, de kop, de bravoure.docx"
61,AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP,"Wat is er gebeurd Lars_ Je had alles_ de benen, de kop, de bravoure.docx",7,2,,,,,,,,,,,,,,,verklaren,,anders;niet,kunnen,,,,,ik,,het,,,,"AD_Algemeen Dagblad-date-2015-07-06-page-9.zip.ZIP Wat is er gebeurd Lars_ Je had alles_ de benen, de kop, de bravoure.docx"
62,de Volkskrant-date-2021-12-04-page-12.zip.ZIP,Veel te veel voor iedereen.docx,1,0,,,,,,,,grasduin,,,,,,,,,,,,,,,ik,,,door die vijftien bijdragen ,,,de Volkskrant-date-2021-12-04-page-12.zip.ZIP Veel te veel voor iedereen.docx
63,de Volkskrant-date-2021-12-04-page-12.zip.ZIP,Veel te veel voor iedereen.docx,,,,,,,,,,Gen,,,,,,,,,werkelijk,kunnen,,Z,,,ik,,,daar ,,,de Volkskrant-date-2021-12-04-page-12.zip.ZIP Veel te veel voor iedereen.docx
64,de Volkskrant-date-2021-12-04-page-12.zip.ZIP,Veel te veel voor iedereen.docx,,2,,,,,,,,,,,,,,,doen,,,hebben,,,,,ik,,u;plezier,"over de volle breedte, van Multatuli en Simone Atangana Bekono tot Roald Dahl, en van de Bijbel via Édouard Louis tot Amalia ",,,de Volkskrant-date-2021-12-04-page-12.zip.ZIP Veel te veel voor iedereen.docx
65,de Volkskrant-date-2021-12-04-page-12.zip.ZIP,Veel te veel voor iedereen.docx,,,,,,,,,,,,,,,,,vullen,,eigenlijk,zullen;moeten,,,,,ik,,rubriek,voor boekenluisteraars ;met een specifieke interesse ;iedere dag ,,,de Volkskrant-date-2021-12-04-page-12.zip.ZIP Veel te veel voor iedereen.docx
66,de Volkskrant-date-2021-12-04-page-12.zip.ZIP,Veel te veel voor iedereen.docx,2,0,,,,,,,,,,,,,,,terugkijken,,daarom;niet,zullen,,,,,ik,,,op de beste luisterboeken van 2021,,,de Volkskrant-date-2021-12-04-page-12.zip.ZIP Veel te veel voor iedereen.docx
67,de Volkskrant-date-2021-12-04-page-12.zip.ZIP,Veel te veel voor iedereen.docx,,,,,,hebben,,,,,,,,,,,,,allemaal,,,,,,ik,,die,,,,de Volkskrant-date-2021-12-04-page-12.zip.ZIP Veel te veel voor iedereen.docx
68,de Volkskrant-date-2021-12-04-page-12.zip.ZIP,Veel te veel voor iedereen.docx,,6,,,,,,,,oor,,,,,,,,,,,,,,mijn,,,,,,,de Volkskrant-date-2021-12-04-page-12.zip.ZIP Veel te veel voor iedereen.docx
69,de Volkskrant-date-2021-12-04-page-12.zip.ZIP,Veel te veel voor iedereen.docx,,7,sensitief,,,,,,,,,,,,,,,,dan;ook;hoog,,zijn,,,,ik,,,,,,de Volkskrant-date-2021-12-04-page-12.zip.ZIP Veel te veel voor iedereen.docx
70,de Volkskrant-date-2021-12-04-page-12.zip.ZIP,Veel te veel voor iedereen.docx,4,3,,,,,,,,,,,,,,,Blijf,,,,,,,,ik,,,,,grasduinen,de Volkskrant-date-2021-12-04-page-12.zip.ZIP Veel te veel voor iedereen.docx
71,de Volkskrant-date-2021-12-04-page-12.zip.ZIP,Wat lezen we nou_.docx,1,1,,,,,,,,,,,,,,,weten,,nog,,,,,,wie;we,,boek,in 2020 ,,,de Volkskrant-date-2021-12-04-page-12.zip.ZIP Wat lezen we nou_.docx
72,de Volkskrant-date-2021-12-04-page-12.zip.ZIP,Wat lezen we nou_.docx,3,2,,,,,,,,lijst,,,,,,,,,,,,,,ons,,,,,,,de Volkskrant-date-2021-12-04-page-12.zip.ZIP Wat lezen we nou_.docx
73,de Volkskrant-date-2021-12-04-page-12.zip.ZIP,Wereld vol wonderen.docx,0,0,,,,,,,,gids,,,,,,,,,,,,,,ons,,,,,,,de Volkskrant-date-2021-12-04-page-12.zip.ZIP Wereld vol wonderen.docx
74,de Volkskrant-date-2021-12-04-page-12.zip.ZIP,Wereld vol wonderen.docx,1,4,,,,,,,,ontmoeting,,,,,,,,,,,,,,ons,,,,,,,de Volkskrant-date-2021-12-04-page-12.zip.ZIP Wereld vol wonderen.docx
75,de Volkskrant-date-2021-12-04-page-12.zip.ZIP,Wereld vol wonderen.docx,,5,,,,,,,,,,,,,,,spreken,,,,,,,,we,,Ballen,"vanwege zijn grote tentoonstelling in het Fotomuseum Den Haag, waar zijn 'Ballenesque world', een door hemzelf verzonnen begrip, tot leven is gewekt met tientallen grote, vierkante zwart-witfoto's, recente kleurenfoto's, kleurig schilderwerk en enkele installaties",,,de Volkskrant-date-2021-12-04-page-12.zip.ZIP Wereld vol wonderen.docx
79,de Volkskrant-date-2017-11-03-page-10.zip.ZIP,Aanzuigen.docx,5,6,,,,,,,,,,,,,,,vinden,,thuis,,,,,,we,,dat,,,geestig,de Volkskrant-date-2017-11-03-page-10.zip.ZIP Aanzuigen.docx
80,de Volkskrant-date-2017-11-03-page-10.zip.ZIP,Aanzuigen.docx,6,0,,,,,,,,,,,,,,,roepen,,,,,,,,ik,,,al jaren ,,,de Volkskrant-date-2017-11-03-page-10.zip.ZIP Aanzuigen.docx
81,de Volkskrant-date-2017-11-03-page-10.zip.ZIP,Dood en zo (__).docx,4,1,,,,,,,,,,,,,,,kijken,,,,,,,,ik,,,er ;naar als soms ook met een hart dat opsprong vanwege de zwarte poëzie,,tenen,de Volkskrant-date-2017-11-03-page-10.zip.ZIP Dood en zo (__).docx
82,de Volkskrant-date-2017-11-03-page-10.zip.ZIP,Dynamiek.docx,1,0,,,,,,,,,,,,,,,weten,,niet,,,,,,ik,,het,,,,de Volkskrant-date-2017-11-03-page-10.zip.ZIP Dynamiek.docx
83,de Volkskrant-date-2017-11-03-page-10.zip.ZIP,Dynamiek.docx,,2,,,,,,,,,,,,,,,afleggen,,,,,,mij,,vriendin,,,"'In elke relatie', ;een paar dagen geleden ",,,de Volkskrant-date-2017-11-03-page-10.zip.ZIP Dynamiek.docx
84,de Volkskrant-date-2017-11-03-page-10.zip.ZIP,Dynamiek.docx,2,0,,,,,,,,,,,,,,,begrijpen,,meteen,,,,,,ik,,,met alle belangrijke ontdekkingen ,,,de Volkskrant-date-2017-11-03-page-10.zip.ZIP Dynamiek.docx
85,de Volkskrant-date-2017-11-03-page-10.zip.ZIP,Dynamiek.docx,3,0,,,,,,,,,,,,,,,deelen,,meteen,,,,,,we,,stell,,,,de Volkskrant-date-2017-11-03-page-10.zip.ZIP Dynamiek.docx
86,de Volkskrant-date-2017-11-03-page-10.zip.ZIP,Dynamiek.docx,,,,,,,,,,,,,,,,,kend,,,,,,,,we,,die,in Berten en Ernies,,,de Volkskrant-date-2017-11-03-page-10.zip.ZIP Dynamiek.docx
87,de Volkskrant-date-2017-11-03-page-10.zip.ZIP,Dynamiek.docx,5,0,,,,,,,,,,,,,,,vragen,,,,,,,,ik,,,aan mijn vriendin,,,de Volkskrant-date-2017-11-03-page-10.zip.ZIP Dynamiek.docx
